Plan_Code,Client,Platform,NYFlag,ChildCompanyID,HeaderLogo,HeaderLogo_Position_x,HeaderLogo_Position_y,HeaderLogo_Width,HeaderLogo_Height,Company_Text,Company_Text_Position_x,Company_Text_Position_y,Company_Text_Width,Company_Text_Height,Company_ShowFlag,Address,Address_Position_x,Address_Position_y,Address_Width,Address_Height,Address_ShowFlag,PhoneNumber,ServiceCenter,ServiceCenterHours,FaxNumber,ProductType,Broker_Dealer_Services,Footer,Footer_Position_x,Footer_Position_y,Footer_Width,Footer_Height,Email_Address,Web_Address,Client_Abbrv,Budget_Center,Reply_Envelope,Inserter_Stock,Tray,CompanyCode,DOL_Disclosure,Disclosure_Position_x,Disclosure_Position_y,Disclosure_Position_Width,Disclosure_Position_Height,Secondary_Logo,SecLogo_Position_x,SecLogo_Position_y,SecLogo_Position_Width,SecLogo_Position_Height,Product_Description,MailingPageLogo_Pos_x,MailingPageLogo_Pos_y,Payment Company Address
27_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
144_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
9019_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
160_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
156_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
5022_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
5023_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
5025_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,FA,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULAA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULBA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULAB_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULBB_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULAC_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULBC_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULAD_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CAVULBD_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CBVULAB_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CBVULAC_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
CBVULBC_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FPVUL_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FPVULBA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
DBVULAA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
DBVULBA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
DBVULAB_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
DBVULBB_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
MVA00A_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
MVP00A_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FSVU2AA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FSVU2BA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FSVULAA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
FSVULBA_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
121_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VLI,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
MSV00A_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
LM1001_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,UL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
LM1000_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,UL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
PM1000_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,UL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
PM1001_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,UL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
SVP00A_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VUL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
X8000_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,VLI,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
3B-I3_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
3C-M3_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
L2-M5_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
L3-M1_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
3D-I1_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
3D-M1_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
3D-M3_DLIC,Delaware,FAST,N,,Images/DLIClogo.jpg,465.00,36.00,115.00,28.00,Delaware Life Insurance Company,,,,,,Delaware Life Insurance CompanyENDLINEP.O. Box 758581ENDLINETopeka  KS 66675-8581,31.00,40.00,200.00,50.00,TRUE,1-877-253-2323,Client Services,7:30 AM to 5:00 PM Central Time,785-286-6118,SPWL,,RTFs/Footer/DEL2.rtf,67.00,716.00,475.00,71.00,,www.delawarelife.com,DEL,2169,hash4: DELAWARE NON-MONEY REPLY ENV,3503550-01,4,Delaware,,,,,,,,,,,,485.00,36.00,
